tweet,sentiment,directness,annotator_sentiment,target,group
driving got ring stuck hair sat like retard trying change gears ripping hair outlol,offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs
indian academic plagued left intellectual terrorism amount hue cry would impact unless restrict @url,offensive,indirect,anger_fear_shock_sadness_disgust,other,special_needs
feel retarded cant,offensive,indirect,sadness_indifference,disability,special_needs
olivia fucking retard everybody saw video already we-,abusive_offensive_hateful_disrespectful_normal,indirect,sadness_fear,disability,women
@user @user tricked saying spic,offensive,indirect,anger_disgust,origin,other
@user @user absolutely! belong originated raghead arab middle eastern natio @url,hateful,indirect,anger_disgust,origin,indian/hindu
one guy called girl spic gonna fuckin swing,fearful_offensive_disrespectful_hateful_normal,indirect,anger_sadness_shock_indifference_disgust,origin,women
i'm good faggot,fearful_hateful,indirect,sadness_indifference,sexual_orientation,individual
@user retard? jeez!!,offensive_hateful,indirect,confusion_indifference,disability,special_needs
dyke nation? @url,offensive,indirect,anger_sadness,other,other
@user method madness ik im retarded im geniud,offensive,indirect,confusion_disgust,disability,other
@user @user ukranians refugees. migrant workers.,disrespectful_normal,indirect,confusion_indifference,origin,refugees
@user know shit think rvn class mongoloid fuck,hateful,direct,anger_fear,disability,other
@user @user @user countries civilised others lolhave seen shithole @url,offensive,indirect,anger_confusion,origin,other
he's twat. @url,hateful,indirect,fear_disgust,gender,women
@user @user @user @user @user illegal aliens criminals. became crimi @url,offensive,indirect,anger_disgust,origin,individual
public dinosaurs private dinosaurs. faggot.,hateful,direct,indifference_disgust,sexual_orientation,gay
@user @user know borzoi chinaman right?,disrespectful_normal,indirect,anger_confusion_sadness_shock_disgust,origin,asians
sort cunt rings emergency services rave. problem taking drugs. let cunt die ,offensive,indirect,sadness_disgust,other,women
well job job activist ally immigrants lgbtq community...,normal,indirect,confusion_sadness_shock_indifference_disgust,origin,individual
@user shit piss fuck cunt cocksucker motherfucker tits fart turd twat delete bc obscene af,offensive,indirect,anger_indifference,other,women
shut fuck up. worry country 11 people murdered dumb twat @url,offensive,indirect,anger_disgust,gender,left_wing_people
4 sleep nigger might sick @user @user @user,offensive,indirect,anger_fear_shock_indifference_sadness,sexual_orientation,other
added video @user playlist @url martin garrix - animals (dj fatal's despicable mash up),normal,indirect,confusion_fear_indifference_sadness,other,other
@user said anything party? retard entitled/stupid figure close g @url,offensive,indirect,anger_fear_shock_sadness_disgust,disability,special_needs
upsetting many leftist jews msm trying blame trump actions every single deran @url,offensive,indirect,anger_sadness,origin,other
@user faggot cap ,hateful_disrespectful,indirect,sadness_indifference,sexual_orientation,special_needs
illegal aliens mean undocumented immigrants #righton #kweenannalise #htgawm,hateful_normal,indirect,anger_confusion_fear_shock_indifference,other,other
lmao fucking retarded lazy,offensive,indirect,anger_fear_shock_sadness_disgust,origin,special_needs
hope retard gta nerds switch rdr2 multiplayer comes,offensive,indirect,sadness_disgust,disability,special_needs
dark mongoloid front get get close slightly left @url,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,special_needs
@user omg...i'm feminist... feminazi i'm man comfortable man body,normal,indirect,confusion_fear_shock_indifference_sadness,gender,women
@user @user career criminal chinaman regular talker mention audibly enough last quarter 2014 al @url,offensive,indirect,anger_confusion_sadness_fear_disgust,origin,other
women twitter really retard pack @url,offensive,indirect,anger_fear_shock_sadness_disgust,gender,women
@user @user @user bad expect retard unfeeling unkind @url,offensive,direct,anger_shock_indifference_disgust,disability,special_needs
shoot shot lil faggot bitch. ya girl seen tonight knows what's it. got something say @url,offensive,indirect,confusion_fear_shock_indifference_disgust,origin,other
@user @user um...trump referred country shithole??? real?,offensive,indirect,indifference_disgust,other,other
probably reason okay white.,normal,indirect,sadness_disgust,origin,special_needs
i'm home wrecking cunt weird flex okay.,offensive,indirect,confusion_sadness_shock_indifference_disgust,gender,women
okay really americans fucking mongy @url,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
go back country beaner lmaoo @url,hateful_normal,direct,anger_disgust,origin,other
@user lee hsien loong's career criminal chinaman 'regular talker' interrogated.n audibl @url,offensive,indirect,anger_indifference,origin,individual
that's exactly millions refuse travel us. included. i'd rather visit shithole country wher @url,offensive_normal,indirect,fear_shock_indifference_sadness_disgust,origin,other
@user watch sit think @user farming like retard everything get denied plays @url,offensive,indirect,anger_sadness,disability,women
@user @user @user oh shut twat.,disrespectful_normal,indirect,shock_disgust,other,women
@user dirty jew house sell it--,abusive_hateful,indirect,shock_disgust,religion,individual
@user @user lying because.... ahhh liberal feminazi. gotcha!,offensive,indirect,confusion_sadness,gender,women
@user @user word dude two retarder cousins...better mongoloid,offensive,indirect,anger_confusion_fear_indifference_disgust,disability,special_needs
buy @user @user @user @user @user @user regularly alternatives @url,normal,indirect,indifference_disgust,other,women
@user tell twat thinks f*** off. think series great gain lot game watching,offensive_hateful,indirect,anger_confusion_sadness_shock_disgust,origin,women
keep mind im negro,abusive_hateful,indirect,sadness_indifference,origin,women
look mongoloid. two f*cking years later he's cracked it. real f*cking alfred eimstime @url,abusive_offensive_disrespectful_hateful_normal,indirect,anger_confusion_sadness_indifference_fear,disability,special_needs
despicable #zionazi bastards. nn#bds #freepalestine #freegaza #idfcowards #satanyahu #zionists #israel @url,hateful,indirect,sadness_indifference,origin,other
one irls chinese whenever educates girl say ching chong shit girl goes @url,normal,indirect,indifference_disgust,origin,left_wing_people
@user @user many lawyers like keyamo shithole country!,offensive,indirect,shock_indifference,origin,other
would damn retarded ass kidney keeps biggest craving soda!!,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
twitter shithole country @url,fearful_abusive_offensive_disrespectful_normal,indirect,sadness_shock,other,other
want bit belly y'all argue end calling fat cunt. @url,hateful,indirect,anger_sadness_shock_indifference_disgust,other,women
@user paris. november nigger,hateful_normal,direct,indifference_disgust,origin,other
help fast chinaman @url,offensive,indirect,anger_disgust,origin,women
shutup nigger @url,hateful,indirect,anger_disgust,origin,other
there's kib there's aljun there's brandon there's balti there's encho there's dyke goise,offensive,indirect,indifference_disgust,sexual_orientation,special_needs
@user @user ya real deal bitch everything retard do. smh,offensive,indirect,confusion_fear_indifference_sadness_disgust,disability,women
#scomo #auspol #truth #truthhurts #refugees #a,offensive,indirect,anger_confusion_shock_indifference_disgust,other,other
@user shitting right? watched every single leftist completely ignore elizabeth warren prov @url,offensive,indirect,anger_fear_shock_indifference_disgust,other,special_needs
dear ching chong ling longs expect react go rich ma?,fearful_hateful,indirect,anger_shock,origin,individual
hazard literally scored hat trick team fucking retard @url,offensive,indirect,fear_indifference_sadness_disgust,disability,special_needs
go one day without seeing 69 faggot phone?,offensive,indirect,anger_confusion_sadness_indifference_disgust,sexual_orientation,gay
@user @user yep biased twatter turds got 12 calling white female muslim convert bint.,offensive_hateful,indirect,anger_fear_shock_indifference_disgust,religion,muslims
@user prove negro,offensive_hateful,indirect,anger_confusion_sadness_indifference_disgust,origin,african_descent
@user nae cunt agrees wae,offensive,indirect,confusion_sadness_shock_indifference_disgust,gender,women
@user thoughts prayers lol got fired house negro position,offensive,indirect,fear_shock_indifference_sadness_disgust,origin,other
liberals:nlet's preserve rain forest  nlet's save whales  ndon't disrespect shithole' countriesnna @url,normal,indirect,anger_indifference,origin,special_needs
@user lord wants us make world better place. can't country becomes shithole.,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other
egg also meet specific measurement device good luck retard,abusive_disrespectful,indirect,anger_shock,disability,special_needs
semi ching chong song like @url,hateful_normal,indirect,anger_fear_shock_indifference_disgust,origin,special_needs
@user @user @user mean like woman along illegal aliens dead people voted f @url,normal,indirect,anger_indifference,origin,other
@user look cunt @url,offensive,indirect,anger_fear_shock_indifference_sadness,gender,women
dave roberts retarded @url,fearful_abusive_disrespectful_hateful_normal,indirect,anger_confusion_sadness_shock_fear,disability,other
open letter lord hain. fair questions tangoed twat. #hypocrisy #snakesbelly @url,offensive,indirect,sadness_indifference,other,other
matter hard try always retarded math,fearful_offensive_hateful_disrespectful_normal,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
@user i'm bitch talked shit ya know said would say well um hm daily retard,abusive_disrespectful,indirect,anger_fear,disability,left_wing_people
ew truly say without cunt,normal,indirect,anger_fear_indifference_sadness_disgust,other,other
@user deadass! stay getting ching chong music people like... come w sumn else? l @url,abusive_offensive,indirect,shock_disgust,origin,muslims
@user cus mongol ,normal,direct,confusion_fear,origin,special_needs
bout use cup mongoloid @url,offensive,indirect,anger_shock,origin,individual
democrats want give brett kavanaugh due proces rights want give illegal aliens possible due pr @url,offensive,indirect,sadness_indifference,origin,left_wing_people
@user @user shut retard @url,offensive,indirect,anger_confusion_fear_shock_indifference,disability,special_needs
@user @user true. care illegal aliens muslims. anyone americans.,offensive_hateful,indirect,anger_sadness_shock_indifference_disgust,origin,immigrants
@user every promos team 200% retarded facts,offensive,indirect,confusion_fear_shock_sadness_disgust,origin,special_needs
@user i'd ain't spic i'm pope,offensive,indirect,indifference_disgust,origin,individual
@user laughed retarded man is.,disrespectful_hateful,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
you: chink wall allowed draft blownme intellectual: chinaman counterscarp tolerate conscription misfortune,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,other
listening watching kwame nkrumah's achievement country africa large media hubs @url,normal,indirect,shock_indifference,origin,other
listen excuses. msm worship orange turd matter nasty is. grab pussy shithole cou @url,abusive_offensive,indirect,indifference_disgust,gender,women
@user @user lives hollywood works buzzfeed; shocked combination produces mongoloid?,offensive,indirect,confusion_sadness,disability,special_needs
someone called ching chong bitch even though live u.s @url,offensive,indirect,anger_sadness,origin,women
lmfaoo say lyn luk like dyke,offensive_hateful,indirect,anger_fear_indifference_sadness_disgust,sexual_orientation,immigrants
get cancer spic @url,normal,indirect,anger_disgust,origin,jews
need move hot country immediately honestly think survive another winter depressing shithole country,offensive_disrespectful,indirect,confusion_fear_shock_indifference_disgust,origin,other
nah nah bully retarded ahh fortnite players @url,offensive,indirect,anger_indifference,disability,special_needs
@user @user went full retard.,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,women
fed mongy self,offensive,indirect,sadness_indifference,disability,special_needs
@user absolute mad cunt,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women
hate break america president retarded. #pittsburgh @url,fearful,indirect,anger_confusion_sadness_shock_disgust,origin,individual
/:/ everyone report @user . cunt role playing child. fucked prison!,normal,indirect,shock_indifference,other,other
many mongy condescending tweets ronaldo well. nnclap first get behind team nnthan @url,offensive,indirect,anger_confusion_fear_indifference_disgust,disability,special_needs
examples verbal abuse took last night:nnyou fucking freak show faggot!nnyou're ugly - face g @url,fearful_hateful,indirect,confusion_sadness_shock_indifference_disgust,sexual_orientation,gay
@user @user spic idiot,hateful_disrespectful,indirect,indifference_disgust,origin,other
girls still retarded shit leg take pic?,offensive,indirect,fear_shock_indifference_sadness_disgust,origin,special_needs
#votered #stfu enjoy #shithole full ppl shithole countries ! 1st,offensive,indirect,anger_confusion_sadness_indifference_fear,origin,immigrants
act normal girls notice me. act retarded girls think i'm retarded that's skill @url,offensive,indirect,anger_fear_shock_sadness_disgust,origin,special_needs
shithole shithole other's countries question @url,fearful_offensive_hateful_disrespectful_normal,indirect,confusion_fear_shock_sadness_disgust,origin,other
@user fucked uk fucked (because i'm twat)' @url,abusive_offensive,indirect,anger_confusion_shock_indifference_disgust,other,other
look retarded fuckstick @url,abusive_normal,indirect,anger_confusion_sadness_shock_indifference,other,other
@user guess i'm retarded,fearful_hateful_disrespectful_normal,indirect,indifference_disgust,disability,special_needs
@user sounds like chinaman saying brexit,offensive,indirect,anger_confusion_fear_indifference_disgust,origin,left_wing_people
fucking cunt @url,abusive_disrespectful,indirect,indifference_disgust,gender,women
@user saturday daft twat well sunday,offensive,indirect,confusion_fear_indifference_sadness_disgust,gender,women
car starting like faggot called father help luckily knew exactly wrong u @url,normal,indirect,sadness_indifference,other,other
twitter allows #redneck #president racist sexist tries stop #retard cant eat @url,offensive,indirect,anger_confusion_fear_indifference_disgust,disability,special_needs
people actually take pride shameful history countries soliciting white immigrants whiten soc @url,offensive,indirect,anger_disgust,origin,other
actually got luckier maca  best wee baldy retard @url,offensive,indirect,sadness_indifference,disability,special_needs
one right come country shithole wont stand corrupt @url,offensive_disrespectful,indirect,anger_confusion,origin,other
@user that's retarded honest.,offensive_disrespectful,indirect,sadness_disgust,disability,special_needs
@user fucking retard.,offensive,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
@user yes retarded leader paper tiger.,hateful,direct,anger_fear_indifference_sadness_disgust,disability,special_needs
buh? faggot boomer music racial boundaries?? epic....,fearful_abusive_disrespectful_hateful_normal,indirect,anger_disgust,origin,gay
@user folks would use slur raghead demean everyone middle east? yes think might be.,fearful_abusive_offensive_disrespectful_normal,indirect,anger_disgust,religion,other
@user share wealth - history - wealthy pissing well - bring disease destruction!!!,fearful_abusive_offensive_hateful_disrespectful,indirect,sadness_disgust,other,special_needs
one say spic im sick,offensive,indirect,sadness_indifference,origin,other
@user @user defend someone kenya high that's kenya shithole country,offensive,indirect,confusion_fear_shock_sadness_disgust,origin,other
peter:nmichelle: shut fucking faggot loser. musty bitch. go die hole,hateful,indirect,anger_fear_shock_sadness_disgust,sexual_orientation,special_needs
one blood negro spiritual,normal,indirect,anger_confusion_sadness_shock_disgust,origin,special_needs
@user @user still mc raghead,offensive,indirect,anger_disgust,origin,other
@user @user bob old ching chong daughter yours. turned th @url,offensive,direct,fear_disgust,origin,individual
boy harass girls clubs fucking twat,offensive,indirect,anger_fear_shock_indifference_sadness,gender,women
kids gonna half spic n half baguette,offensive,indirect,anger_disgust,origin,other
@user bout get called spic brb,fearful_hateful,indirect,sadness_disgust,origin,other
@user @user aye spic promo,offensive,indirect,anger_confusion_fear_indifference_disgust,other,other
ryan cunt,normal,indirect,sadness_shock,other,individual
@user @user biggest talking bout is; hayley mcqueen awful presenter kris commons soup tak @url,abusive_normal,indirect,shock_indifference,other,special_needs
stupid motherfucker spot dodge he's special paramecia retarded. nnif speci @url,offensive,indirect,shock_disgust,disability,special_needs
@user @user @user dress halloween (retard anger issues) ugly cunt,offensive,direct,anger_confusion_sadness_indifference_disgust,gender,women
hi everyone letting know okay white #auspol,normal,indirect,anger_confusion_sadness_shock_indifference,origin,other
@user oooh noooo high pitch ching chong songs,offensive,indirect,shock_indifference,origin,asians
need 1 asap scrims bc @user retard afk,offensive,indirect,fear_shock_indifference_disgust,disability,special_needs
cousin making lunch date me: can't wait see pay every cunt,offensive,indirect,shock_indifference,other,women
anyone actually believe him? 24 hours contemplation faggot already changed mind: it' @url,normal,indirect,anger_fear_shock_sadness_disgust,other,special_needs
@user third world shithole country ny.,offensive,indirect,shock_indifference,origin,other
@user @user kavanaugh family 24/7 secret service protection! dr. ford security +had f @url,normal,indirect,confusion_disgust,other,other
@user hes want apology retarded ass ,offensive_hateful,indirect,anger_sadness,disability,special_needs
yall gonna realise i'm like massive twat one day,offensive_normal,indirect,indifference_disgust,gender,women
entitled little cunt,offensive,indirect,anger_indifference,other,refugees
trump's making country shithole millions millions people.,fearful_offensive,indirect,sadness_fear,other,other
@user ugly ass bitch learn proper english fatass bitch ugly &amp; retarded child,offensive,direct,confusion_disgust,gender,women
@user @user @user say mongol mouth?,offensive_hateful,indirect,anger_fear_shock_sadness_disgust,origin,other
@user @user @user austrian soros paid protestor meme big factor austria @url,normal,indirect,confusion_indifference,other,other
@user patience practiced door steps. retard got deserved mental asylum.,offensive_hateful,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs
@user none mongoloid children worth much.,offensive,indirect,confusion_disgust,origin,special_needs
sorry i've ever twat pray puel involved today one lowest points ever. anyways gn stay safe ly,offensive,indirect,confusion_sadness_shock_indifference_disgust,other,women
@user thnk u spic flair,offensive_normal,direct,confusion_fear_shock_indifference_disgust,origin,other
@user reading article end i'm troubled choice let twat on. lord @url,normal,indirect,anger_indifference,other,other
retarded @url,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,special_needs
california candidate governor promises free health care illegal immigrants latest push financial @url,offensive,indirect,anger_disgust,origin,individual
@user @user @user add 14 points 14 catches retard.,offensive,indirect,shock_indifference,disability,special_needs
calling fat bitch forgotten forgiven. white man calling nigger cant. two different thin @url,offensive,indirect,fear_shock_indifference_sadness_disgust,origin,african_descent
attacked raped immigrants eur,offensive,indirect,sadness_disgust,origin,individual
@user holy fucking balls holier thow twat nugget??,abusive_offensive,indirect,indifference_disgust,other,women
friend's boyfriend asked ching chong real word...no dipshit stereotype wtf ?????,normal,indirect,anger_sadness_shock_disgust,origin,women
imagine getting jumped chinese mafia one yells ching chong @url,disrespectful_normal,indirect,confusion_fear_shock_indifference_disgust,origin,individual
@user @user back v fox let's debate u call foulest shithole world n btw @url,hateful,indirect,anger_sadness_shock_disgust,origin,other
restaurant. guy called waiter spic think spoke english listeni @url,offensive,indirect,confusion_shock,origin,special_needs
master get knees tributenmaster khaled needs cock worshiped #slave #cuck #faggot @url,abusive_hateful,indirect,shock_disgust,sexual_orientation,other
horrible cunt @url,hateful,indirect,sadness_indifference,gender,women
@user hey faggot :),offensive,direct,anger_fear_shock_indifference_sadness,sexual_orientation,special_needs
guy needs control alt delete self fuckin dirtyyy arrogant uneducated cunt wow @url,offensive,indirect,shock_disgust,other,women
@user really want turn country shithole. going happen.,offensive,indirect,indifference_disgust,other,other
bitch straight slow bought multiple bottles faggot ass thinks malibu drink choice @url,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_confusion_sadness_indifference_disgust,sexual_orientation,left_wing_people
@user thats retarded,offensive,indirect,anger_fear_shock_indifference_disgust,other,other
@user @user shut retard,offensive,direct,anger_fear_indifference_sadness_disgust,disability,special_needs
like remembernn nothing usnn retarded n @url,offensive_disrespectful,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
shithole countries @url,offensive,indirect,sadness_indifference,origin,other
@user @user canelo still bounces big mongoloid,abusive_offensive_hateful_disrespectful_normal,indirect,sadness_disgust,disability,special_needs
@user @user @user still trying remember trump called haiti african nations shithole countries.,offensive_disrespectful,indirect,anger_confusion_sadness_shock_disgust,origin,other
bro tiktok created shits retarded ads put ig makes wanna die,offensive,indirect,anger_disgust,gender,special_needs
subscribe ching chong brother @url,offensive,indirect,anger_disgust,origin,women
keep mind.. call faggot spanish mean can't still understand you.,offensive,indirect,confusion_fear_shock_indifference_sadness,origin,special_needs
cunt deserved @url,offensive,indirect,anger_confusion_fear_shock_indifference,gender,women
mongoloid's response @user pointing trump attempt president @url,abusive_offensive_hateful_disrespectful_normal,indirect,anger_fear_shock_sadness_disgust,other,individual
||: ain't even hour ready get faggot killed,offensive,indirect,anger_sadness,sexual_orientation,individual
@user @user ah.nthe shithole countries.nyou're well-trained parrot.ni bet adore @url,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,other
coming broadway season robust mongoloid: musical.,normal,indirect,confusion_fear_indifference_sadness_disgust,disability,special_needs
nigga i'm straight girl faggot,offensive,indirect,indifference_disgust,origin,other
@user retard strength,normal,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
@user dem bernie retard totally shoot republicans congressional baseball game anything,offensive,indirect,anger_sadness,disability,special_needs
trump wants much nigger navy: heres much itll cost,offensive,indirect,sadness_disgust,origin,special_needs
hes another nigger smh @url,normal,indirect,anger_confusion_sadness_shock_indifference,origin,refugees
retarded,offensive,indirect,anger_confusion_fear_indifference_sadness,disability,special_needs
news country trump would call shithole @url,hateful,indirect,anger_sadness,origin,immigrants
get fucking grip mongoloid @url,offensive,indirect,sadness_disgust,disability,special_needs
invite someone home without knowing are. lettin illegal aliens vote ? @url,normal,indirect,confusion_sadness_shock_indifference_disgust,origin,immigrants
donald trump wants wall across north africa keep refugees europe @url,normal,indirect,shock_disgust,origin,muslims
many persons bring disease upon self-indulgence. lived ac @url,normal,indirect,sadness_indifference,other,other
drink special today..hillbilly blood bath $3. also prime rib dinner specials day...taco chili soup. @url,normal,indirect,anger_indifference,other,other
- smh people still saying nigger 2018? 60s? @url,offensive,indirect,anger_confusion_fear_shock_disgust,origin,african_descent
meant  turns i'm illiterate faggot sad,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,gay
@user yeah baby mongy,offensive,indirect,anger_disgust,origin,special_needs
@user who's paying raghead ass make idiotic statements like this? natural breastfeeding. anima @url,abusive_offensive_hateful_disrespectful_normal,indirect,confusion_disgust,origin,other
got gook fresh boat ching chong haircut today half body wants rebuke othe @url,offensive_disrespectful,indirect,anger_fear_shock_indifference_disgust,origin,left_wing_people
@user one gives crap raghead!!,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,muslims
horrible little cunt @url,offensive,direct,anger_confusion_shock_indifference_disgust,gender,individual
@user thank senator graham. i've critical support illegal aliens defen @url,offensive_normal,indirect,indifference_disgust,origin,other
@user ohh defintely work me! maybe depends gonna put dumb retarded side @url,offensive,indirect,shock_disgust,disability,special_needs
@user coats. go back come from.,hateful_disrespectful,indirect,anger_fear_indifference_sadness_disgust,origin,other
talking 'public' condescending twat @url,offensive,indirect,anger_confusion_fear_shock_sadness,origin,refugees
@user turn us shithole country one would want come to. (so far adm @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other
favorite colors pumpkin spice orange waffle house yellow vomit green nigger black ,offensive,indirect,confusion_sadness,origin,hispanics
chapter 9 discusses president obama signed rose's law changes mental retardation intellectual dis @url,normal,indirect,confusion_indifference,disability,special_needs
flipped guy used crush best friend thinks fuck me. i'm dead.. fuck dumb cunt,abusive_disrespectful,indirect,anger_fear_indifference_sadness_disgust,other,women
@user part script? wants feminazi there! going march dc thursday w/ @url,fearful_abusive_offensive_hateful_normal,indirect,confusion_sadness_shock_indifference_disgust,origin,women
trump incites hate daily blames #pittsburgh victims guns. shithole! ...trump reacting @url,offensive,indirect,shock_disgust,other,other
something completely retarded,offensive_disrespectful,indirect,anger_sadness,disability,special_needs
@user can't even spell delusional twat,offensive,direct,anger_indifference,other,women
@user dude retarded,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
@user he's booter moron. like u literally retarded? ur another toxic young kid. go vibe lil peep @url,normal,direct,anger_confusion_fear_shock_indifference,disability,women
@user yes @user mongoloid,offensive_normal,indirect,anger_sadness,origin,special_needs
@user  definitely will. country shithole,offensive,indirect,anger_confusion_sadness_shock_indifference,other,other
@user api bertdey kyle mongoloid enjoy day gbu tc,hateful_normal,indirect,confusion_indifference,disability,special_needs
stop watching sports faggot @url,offensive,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,left_wing_people
opposed using word retard retarded would think ok use word libtard?!,offensive,indirect,anger_confusion_fear_shock_indifference,disability,other
@user there's unfollow button queer cunt one asked read bitch boy,offensive,direct,shock_indifference,sexual_orientation,women
@user @user what's soup taker?,offensive,indirect,confusion_sadness,other,other
quote president todaynnwhy people shithole countries come here? trump sa @url,offensive,indirect,confusion_sadness,origin,other
@user shut fuck fuckin' furry faggot.,abusive_hateful,direct,anger_fear_shock_indifference_disgust,sexual_orientation,individual
calling wiz one hit wonder means retard.,offensive_normal,indirect,anger_disgust,other,other
call faggot tranny want cameron kai we're trans gay @url,hateful,indirect,fear_shock_indifference_sadness_disgust,origin,gay
care american families care illegal aliens families. lasted wha @url,offensive,indirect,anger_sadness,origin,other
picture called ching chong asked eat dogs lmfaoo @url,abusive_offensive_hateful_disrespectful_normal,indirect,anger_indifference,origin,muslims
@user let retweet fucking mongoloid,hateful,indirect,sadness_indifference,origin,special_needs
they'll never get called spic wetback beaner etc. they'll never get pulled officer racist. @url,normal,indirect,anger_fear_shock_indifference_disgust,origin,hispanics
@user never go full retard,abusive_offensive_disrespectful_normal,indirect,indifference_disgust,disability,special_needs
get see retard tonight ,normal,indirect,anger_confusion_fear_indifference_sadness,disability,special_needs
@user anna got clue whats going mongy scouse bird love island asking yer @url,normal,indirect,anger_confusion_sadness_shock_indifference,origin,other
honestly can't believe ed confirmed three latin american countries lil shithole one i'm used ignored,normal,indirect,anger_confusion_shock_indifference_disgust,origin,other
@user @user leftist terrorist forgot obliterate guy's social media accounts like @url,offensive_disrespectful,indirect,anger_shock,other,special_needs
@user retarded nihilist,hateful_normal,indirect,confusion_fear_shock_indifference_sadness,origin,women
maybe i'm retarded,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_indifference,disability,special_needs
fuck twat.... @url,hateful,indirect,sadness_indifference,gender,special_needs
retarded @url,offensive,indirect,confusion_sadness,disability,special_needs
aesthetic dumb funny dyke curly hair daddy issues,offensive,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,gay
thats big nigger @url,offensive,direct,confusion_fear_indifference_sadness_disgust,origin,jews
@user yo ry ftg fkn retard,normal,indirect,sadness_disgust,disability,special_needs
america pay back ching chong bing bong ass niggas @url,fearful_offensive,indirect,shock_indifference,origin,muslims
@user @user @user @user @user @user retard?,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
cute hate stupid ass dyke life @url,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,gay
#xfactor2018 twat panel plastic yank voice ? ffs annoying sound i've ever @url,offensive,indirect,anger_fear_shock_sadness_disgust,other,other
roberts fucking retard rich hill going good instead leaving take anot @url,disrespectful_normal,indirect,sadness_disgust,other,left_wing_people
@user think retarded.. metro already jumping tmobile towers customer metro cps f @url,offensive,indirect,confusion_fear_shock_sadness_disgust,disability,special_needs
want locs back bad wanna feel like big dyke ,abusive_offensive_hateful_disrespectful_normal,indirect,anger_confusion_fear_indifference_disgust,sexual_orientation,gay
hell twat son bitch shitfuck fuck?,abusive_offensive_hateful_disrespectful_normal,indirect,indifference_disgust,other,other
@user @user @user point know words hurt people. retard @url,offensive_normal,indirect,anger_sadness_shock_disgust,disability,special_needs
@user ..knuckles dirty ass nigger.,hateful_disrespectful,direct,confusion_sadness_shock_indifference_disgust,origin,african_descent
african migrants crossing mediterranean head spain italys blockade @url via @user,normal,indirect,sadness_disgust,origin,special_needs
moist want hear:      people shithole countries c @url,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,immigrants
im eating showering wasting pleasantries cunt. @url,offensive,indirect,sadness_indifference,gender,women
@user @user @user @user truth told even gate man's level.. stay lane twat,fearful_abusive_disrespectful_hateful_normal,indirect,anger_disgust,gender,women
@user @user sound like naive retard stanning utopia never exist.,offensive,direct,anger_sadness,origin,special_needs
fuck world fuck huge titted mongoloid @url,fearful_abusive_disrespectful_normal,indirect,anger_fear,other,women
america another 8 years obama's ideology via hillary we'd well way shithole country.,fearful_abusive_hateful_disrespectful_normal,indirect,anger_fear_shock_sadness_disgust,origin,other
@user nice see supporting terrorist. even funnier claim every leftist never denounces @url,offensive,indirect,anger_confusion_fear_shock_indifference,other,other
ref cunt,offensive,indirect,anger_disgust,other,women
@user @user lmfaoooooooooooooooooo u link i'll send u retard partner retard,offensive_hateful,indirect,sadness_disgust,disability,special_needs
bitch retarded  hate @url,offensive,indirect,anger_sadness,disability,women
@user @user @user thinks #lnp policies #refugees #climatechange @url,offensive,indirect,anger_disgust,other,refugees
@user @user stop tweeting go back country. tourist kenya controlling economy.,hateful_disrespectful,indirect,confusion_disgust,origin,special_needs
truly presidential response. something orange twat @user knows nothing about. @url,offensive,indirect,indifference_disgust,other,individual
building walls time i'll make concrete na para dili na basta2 masudlan og mga mongol..,abusive_offensive_disrespectful_hateful_normal,direct,fear_shock_indifference_sadness_disgust,disability,individual
nyc shithole country god quickly destroyed rudy build shameless @url,fearful_normal,indirect,anger_sadness_shock_indifference_disgust,other,other
@user english soup taker,normal,indirect,indifference_disgust,origin,other
@user @user faggot,offensive,indirect,sadness_shock,sexual_orientation,indian/hindu
